order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
21461	2022-03-21	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 375.00CA 250.00 125.00 21462 22/03/2022	SCOTTS CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1550.0	1150.0	400.0					2022
21464	2022-03-21	CAPMATIC MONTREAL-NORD,PMQONTREAL-NORD,PQ 0.04CA 0.00 0.04 21465 22/03/2022 EMBALLAGES AT MIRABEL,PQ ST-BENOIT-LABRE, 1,225.00CA 980.00 245.00 21467 23/03/2022	SCOTTS CANADA LTD MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0					2022
21463	2022-03-22	EMBALLAGES	AT MIRABEL,PQ	LAMBTON,PQ	300.0	226.0	74.0	278.87955433324595		0.8104	0.2653	2022
21452	2022-03-23	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,000.00 400.00 21453 10/03/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	ST-NICOLAS,PQ	375.0	248.0	127.0					2022
21469	2022-03-24	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	9.184969864032343		14.1536	2.1775	2022
21471	2022-03-25	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,150.00 250.00 21472 28/03/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 315.00CA 190.00 125.00 21474 30/03/2022 CAPMATIC MONTREAL-NORD,PCQYPRESS,CA 2,800.00CA 2,300.00 500.00 21475 31/03/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	OTTAWA,ON	250.0	175.0	75.0					2022
21470	2022-03-29	SCOTTS	CANADA LTD MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0					2022
21476	2022-04-05	SCOTTS	CANADA LTD MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0					2022
21477	2022-04-12	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21478 12/04/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	3200.0	2500.0	700.0					2022
21483	2022-04-13	EMBALLAGES	AT MIRABEL,PQ	WINDOM ,MN	975.0	800.0	175.0	2002.182889700111		0.3996	0.0874	2022
21479	2022-04-18	THEATRIXX	TECHNOLOGIES LAS VEGAS,NV	LAS VEGAS,NV	1350.0	931.68	418.32	3.915385359602081		237.9536	106.8401	2022
21489	2022-04-19	CAPMATIC MONTREAL-NORD,PCQYPRESS,CA 7,250.00CA 6,500.00 750.00 21490 20/04/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	850.0	675.0	175.0					2022
21491	2022-04-20	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 225.00CA 145.00 80.00 21492 21/04/2022	CAPMATIC DORVAL,PQ	MONTREAL-NORD,PQ	275.0	165.0	110.0					2022
21493	2022-04-21	EMBALLAGES	AT MIRABEL,PQ	WINDOM,MN	1375.0	1150.0	225.0	2002.182889700111		0.5744	0.1124	2022
21494	2022-04-25	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	9.184969864032343		12.5205	3.8106	2022
21485	2022-04-27	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,050.00 250.00 21486 02/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,050.00 250.00 21487 28/04/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,150.00 250.00 21488 14/04/2022	CAPMATIC ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0					2022
21480	2022-04-28	THEATRIXX	TECHNOLOGIES LAS VEGAS,NV	LAS VEGAS,NV	1100.0	741.23	358.77	3.915385359602081		189.3121	91.6308	2022
21481	2022-04-29	THEATRIXX	TECHNOLOGIES LAS VEGAS,NV	MONTREAL,PQ	1976.0	1376.97	599.03	4326.557647077546		0.3183	0.1385	2022
21482	2022-04-29	THEATRIXX	TECHNOLOGIES LAS VEGAS,NV	LAS VEGAS,NV	1100.0	781.53	318.47	3.915385359602081		199.6049	81.3381	2022
21499	2022-05-09	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,050.00 350.00 21500 10/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,200.00 200.00 21501 11/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,050.00 350.00 21502 18/05/2022	SCOTTS CANADA LTD MIRAMICHI,NB	VERCHERES,PQ	1700.0	1500.0	200.0					2022
21503	2022-05-13	EMBALLAGES	AT GOLD HILL,OR	MIRABEL,PQ	1750.0	1289.48	460.52	4644.027503467775		0.2777	0.0992	2022
21504	2022-05-19	SCOTTS	CANADA LTD MIRAMICHI,NB	VERCHERES,PQ	1600.0	1300.0	300.0					2022
21508	2022-05-19	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	22.48736113281714		5.114	1.5564	2022
21506	2022-05-20	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 285.00CA 175.00 110.00 21507 25/05/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	7800.0	7100.0	700.0					2022
21511	2022-05-24	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,200.00 200.00 21512 25/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21513 26/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21514 11/06/2022	THEATRIXX TECHNOLOGIES LAS VEGAS,NV	MONTREAL,PQ	7250.0	6597.66	652.34					2022
21523	2022-05-31	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,600.00CA 1,300.00 300.00 21524 31/05/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21525 02/06/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,300.00 200.00 21526 31/05/2022	CAPMATIC LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0					2022
21531	2022-06-03	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21532 03/06/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,150.00 250.00 21533 06/06/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21534 03/06/2022	SCOTTS CANADA LTD ST-LAURENT,PQ	L'ORIGNAL,ON	485.0	400.0	85.0					2022
21550	2022-06-16	SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 3,650.00CA 3,100.00 550.00 21551 14/06/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,600.00CA 1,300.00 300.00 21552 14/06/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,600.00CA 1,300.00 300.00 21553 14/06/2022	CAPMATIC LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0					2022
21556	2022-06-16	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21557 17/06/2022	EMBALLAGES AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	390.0	330.0	60.0					2022
21564	2022-06-20	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21565 20/06/2022 SCOTTS CANADA LTD ST-LUDGER DE MILODTELHI,ON 3,750.00CA 3,400.00 350.00 21566 21/06/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 255.00CA 160.00 95.00 21567 23/06/2022	SCOTTS CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1650.0	1300.0	350.0					2022
21568	2022-06-24	SCOTTS	CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1650.0	1250.0	400.0					2022
21569	2022-06-27	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 405.00CA 235.00 170.00 21571 06/07/2022 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,250.00CA 1,050.00 200.00 21572 28/06/2022	EMBALLAGES AT GOLD HILL,OR	MIRABEL,PQ	1850.0	1485.63	364.37					2022
21596	2022-07-18	CASCADES SONOCO INC. BERTHIERVILLE,PQMILWAUKEE,WI 3,350.00CA 2,700.00 650.00 21598 21/07/2022	EMBALLAGES AT HOT SPRINGS,AR	MIRABEL,PQ	1879.0	1497.79	381.21					2022
21590	2022-07-19	ROLLAND (SUSTANA) LÉVIS,PQ ST JEROME,PQ 1,025.00CA 825.00 200.00 21591 20/07/2022 ROLLAND (SUSTANA) LÉVIS,PQ ST JEROME,PQ 1,125.00CA 925.00 200.00 21594 18/07/2022 CAPMATIC MONTREAL-NORD,PQQUÉBEC,PQ 1,000.00CA 750.00 250.00 21595 18/07/2022	CAPMATIC LAVAL,PQ	MONTREAL-NORD,PQ	225.0	180.0	45.0					2022
21599	2022-07-20	CAPMATIC	ST-LAURENT ,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	12.266042140358689		9.3755	2.8534	2022
21600	2022-07-22	EMBALLAGES	AT MIRABEL,PQ	ST-JOHN,NB	585.0	500.0	85.0	751.3541157498177		0.6655	0.1131	2022
21602	2022-07-26	ROLLAND (SUSTANA) LÉVIS,PQ ST JEROME,PQ 1,125.00CA 925.00 200.00 21603 27/07/2022 ROLLAND (SUSTANA) LÉVIS,PQ ST JEROME,PQ 1,125.00CA 925.00 200.00 21606 25/07/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 130.00 20.00 21607 27/07/2022	CAPMATIC DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0					2022
21608	2022-07-27	THEATRIXX	TECHNOLOGIES MONTREAL,PQ	LAS VEGAS,NV	2500.0	2000.0	500.0	4324.35433260723		0.4625	0.1156	2022
21610	2022-07-27	SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,250.00CA 1,025.00 225.00 21611 28/07/2022	THEATRIXX TECHNOLOGIES LAS VEGAS,NV	MONTREAL,PQ	3550.0	2941.02	608.98					2022
21622	2022-08-01	CAPMATIC MONTREAL-NORD,PMQONTREAL-NORD,PQ 0.01CA 0.00 0.01 21623 23/08/2022	EMBALLAGES AT MIRABEL,PQ	SAINT-QUENTIN,NB	600.0	550.0	50.0					2022
21613	2022-08-02	SCOTTS	CANADA LTD LACHINE,PQ	L'ORIGNAL,ON	800.0	600.0	200.0					2022
21614	2022-08-02	EMBALLAGES AT MIRABEL,PQ ST-JUST DE BRETENIER1E,S295.00CA 1,004.18 290.82 21615 02/08/2022	CAPMATIC ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0					2022
21618	2022-08-08	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 130.00 20.00 21619 11/08/2022 CAPMATIC MONTREAL-NORD,PBQOUCHERVILLE,PQ 150.00CA 130.00 20.00 21620 15/08/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21621 18/08/2022	EMBALLAGES AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	1195.0	970.0	225.0					2022
21616	2022-08-10	CAPMATIC	SMITT FALLS,ON	MONTREAL-NORD,PQ	1065.0	800.0	265.0					2022
21624	2022-08-24	EMBALLAGES AT SAINT-QUENTIN,NBMIRABEL,PQ 1,325.00CA 1,000.00 325.00 21625 25/08/2022	THEATRIXX TECHNOLOGIES MONTREAL,PQ	LEWISVILLE,TX	1025.0	800.0	225.0					2022
21626	2022-08-26	CAPMATIC	ST-LAURENT ,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	12.266042140358689		9.3755	2.8534	2022
21627	2022-08-30	CASCADES	SONOCO INC. MILWAUKEE,WI	BERTHIERVILLE,PQ	1425.0	1125.0	300.0					2022
21628	2022-08-30	THEATRIXX	TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	175.0	115.0	60.0	10.556371628779695		10.8939	5.6838	2022
21629	2022-09-06	CAPMATIC MONTREAL-NORD,PAQDELANTO,CA 8,600.00CA 8,000.00 600.00 21630 06/09/2022 CAPMATIC MONTREAL-NORD,PAQDELANTO,CA 8,600.00CA 7,200.00 1,400.00 21631 07/09/2022	CAPMATIC DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0					2022
21632	2022-09-08	EMBALLAGES	AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	475.0	350.0	125.0	432.8666097761423		0.8086	0.2888	2022
21633	2022-09-12	EMBALLAGES AT SAINT-PAMPHILE,PQMIRABEL,PQ 650.00CA 500.00 150.00 21634 14/09/2022	THEATRIXX TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21635	2022-09-14	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21636 05/10/2022 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,200.00CA 1,000.00 200.00 21638 20/09/2022	THEATRIXX TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21639	2022-09-26	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21640 26/09/2022 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,200.00CA 1,000.00 200.00 21641 27/09/2022	THEATRIXX TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21646	2022-09-29	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	9.184969864032343		12.5205	3.8106	2022
21647	2022-10-04	CAPMATIC	LACHINE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	21.62309753600889		5.3184	1.6186	2022
21648	2022-10-04	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	12.266042140358689		9.3755	2.8534	2022
21650	2022-10-07	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 950.00 350.00 21651 06/10/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 900.00 400.00 21652 12/10/2022 SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,200.00CA 1,000.00 200.00 21653 06/10/2022	SCOTTS CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1050.0	450.0					2022
21654	2022-10-07	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	1400.0	1150.0	250.0					2022
21664	2022-10-14	THEATRIXX	TECHNOLOGIES MONTREAL,PQ	MISSISSAUGA,ON	1550.0	1350.0	200.0	630.2829330736605		2.1419	0.3173	2022
21642	2022-10-17	CAPMATIC MONTREAL-NORD,PCQHICAGO,IL 4,495.00CA 3,593.75 901.25 21643 17/10/2022 CAPMATIC MONTREAL-NORD,PCQHICAGO,IL 4,595.00CA 3,200.00 1,395.00 21644 27/10/2022	CAPMATIC CHICAGO,IL	MONTREAL-NORD,PQ	4395.0	3200.0	1195.0					2022
21669	2022-10-20	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	1250.0	1000.0	250.0					2022
21670	2022-10-20	THEATRIXX	TECHNOLOGIES DORVAL,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21666	2022-10-24	SCOTTS CANADA LTD ST-LUDGER DE MILOSTT-BONAVENTURE 1,200.00CA 1,000.00 200.00 21667 18/10/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21668 18/10/2022	THEATRIXX TECHNOLOGIES DORVAL,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21671	2022-10-24	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 950.00 350.00 21672 24/10/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 950.00 450.00 21673 25/10/2022	SCOTTS CANADA LTD MIRAMICHI,NB	L'ORIGNAL,ON	1600.0	1350.0	250.0					2022
21682	2022-10-26	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21683 28/10/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21684 31/10/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21685 27/10/2022	THEATRIXX TECHNOLOGIES TERREBONNE,PQ	MONTREAL,PQ	175.0	115.0	60.0					2022
21645	2022-10-27	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	4395.0	2575.0	1820.0	1434.5441292522562		1.795	1.2687	2022
21692	2022-11-02	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21693 03/11/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21694 03/11/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21695 02/11/2022	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	1750.0	1500.0	250.0					2022
21710	2022-11-09	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	1300.0	1000.0	300.0					2022
21709	2022-11-10	SCOTTS	CANADA LTD LACHINE,PQ	DELHI,ON	1675.0	1275.0	400.0					2022
21705	2022-11-17	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21706 15/11/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21707 17/11/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,100.00 300.00 21708 10/11/2022	SCOTTS CANADA LTD LACHINE,PQ	DELHI,ON	1675.0	1275.0	400.0					2022
21715	2022-11-21	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21718 22/11/2022 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21719 22/11/2022	EMBALLAGES AT MIRABEL,PQ	SAINT-QUENTIN,NB	625.0	550.0	75.0					2022
21721	2022-11-29	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,400.00CA 1,000.00 400.00 21722 30/11/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,200.00 300.00 21723 01/12/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,200.00 300.00 21725 29/11/2022	CAPMATIC TERREBONNE,PQ	MONTREAL-NORD,PQ	350.0	250.0	100.0					2022
21726	2022-11-30	EMBALLAGES AT MIRABEL,PQ SAINT-HONORÉ-DE 1,025.00CA 850.00 175.00 21727 30/11/2022	THEATRIXX TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21729	2022-12-05	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,500.00CA 1,200.00 300.00 21730 06/12/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21731 07/12/2022 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 21732 06/12/2022	THEATRIXX TECHNOLOGIES ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0					2022
21733	2022-12-06	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21735 13/12/2022	CAPMATIC LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0					2022
21742	2023-01-04	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21743 03/01/2023 EMBALLAGES AT MIRABEL,PQ ST-JUST DE BRETENIER1E,S285.00CA 1,045.00 240.00 21744 06/01/2023 EMBALLAGES AT MIRABEL,PQ ST-EPHREM DE BEAUCE 950.00CA 725.00 225.00 21745 06/01/2023	EMBALLAGES AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	775.0	625.0	150.0					2023
21746	2023-01-10	THEATRIXX	TECHNOLOGIES DORVAL,PQ	MONTREAL,PQ	150.0	115.0	35.0					2023
21748	2023-01-16	EMBALLAGES	AT MIRABEL,PQ	AMOS,PQ	600.0	300.0	300.0	535.8598037647228		0.5598	0.5598	2023
21747	2023-01-17	EMBALLAGES	AT MIRABEL,PQ	LA SARRE,PQ	795.0	650.0	145.0	626.7611300047648		1.0371	0.2313	2023
21751	2023-01-20	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	22.48736113281714		5.114	1.5564	2023
21753	2023-01-25	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 225.00CA 145.00 80.00 21754 30/01/2023 CAPMATIC MONTREAL-NORD,PMQT PROSPECT,IL 750.00CA 500.00 250.00 21755 01/02/2023 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 21756 09/02/2023	EMBALLAGES AT MIRABEL,PQ	LA SARRE,PQ	815.0	650.0	165.0					2023
21749	2023-01-26	CAPMATIC MONTREAL-NORD,PAQNAHEIM,CA 8,850.00CA 7,770.00 1,080.00 21750 23/01/2023	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	800.0	650.0	150.0					2023
