order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
21432	2022-02-14	EMBALLAGES AT	CAMBRIDGE,ON	MIRABEL,PQ	375.0	309.57	65.43	645.53		0.4796	0.1014	2022.0
21433	2022-02-15	SCOTTS CANADA LTD			1200.0	950.0	250.0					2022.0
21434	2022-02-15	GMJ LOGISTIQUE	SHERBROOKE,PQ	MONTREAL-EST,PQ	205.0	125.0	80.0	158.129		0.7905	0.5059	2022.0
21435	2022-02-15	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	187.5	100.0	87.5	18.765		5.3291	4.6629	2022.0
21436	2022-02-16	EMBALLAGES AT	MIRABEL,PQ	ST-JOHN,NB	525.0	425.0	100.0	978.19		0.4345	0.1022	2022.0
21439	2022-02-18	CASCADES SONOCO INC.			593.75	475.0	118.75					2022.0
21440	2022-02-18	SCOTTS CANADA LTD			975.0	750.0	225.0					2022.0
21442	2022-02-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	93.75	50.0	43.75	18.765		2.6645	2.3315	2022.0
21438	2022-02-22	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1300.0	1000.0	300.0	741.1946992180209		1.3492	0.4048	2022.0
21444	2022-02-24	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	93.75	50.0	43.75	43.72		1.1436	1.0007	2022.0
21446	2022-02-25	CAPMATIC	LACHINE,PQ	MONTREAL-NORD,PQ	93.75	50.0	43.75	41.382		1.2083	1.0572	2022.0
21437	2022-02-28	SCOTTS CANADA LTD			1200.0	900.0	300.0					2022.0
21441	2022-02-28	CAPMATIC			7031.25	6500.0	531.25					2022.0
21447	2022-03-01	EMBALLAGES AT	HOT SPRINGS,AR	MIRABEL,PQ	605.0	550.29	54.71	2380.65		0.2312	0.023	2022.0
21448	2022-03-01	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	234.38	125.0	109.38	18.765		6.6613	5.8289	2022.0
21449	2022-03-07	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	375.0	200.0	175.0	18.765		10.6581	9.3259	2022.0
21450	2022-03-09	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	WORCESTER,MA	1495.0	1050.0	445.0	501.125		2.0953	0.888	2022.0
21453	2022-03-10	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	ST-NICOLAS,PQ	375.0	248.0	127.0	231.891		1.0695	0.5477	2022.0
21454	2022-03-10	CASCADES SONOCO INC.			3000.0	2000.0	1000.0					2022.0
21455	2022-03-11	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	450.0	235.0	215.0	18.765		12.5233	11.4575	2022.0
21456	2022-03-14	CAPMATIC			150.0	115.0	35.0					2022.0
21451	2022-03-15	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0	741.1946992180209		1.6865	0.3373	2022.0
21445	2022-03-16	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1800.0	1600.0	200.0	925.469		1.7289	0.2161	2022.0
21458	2022-03-18	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1700.0	1400.0	300.0	925.469		1.5127	0.3242	2022.0
21459	2022-03-18	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	975.0	800.0	175.0	440.455		1.8163	0.3973	2022.0
21460	2022-03-21	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	43.72		2.6304	0.8005	2022.0
21461	2022-03-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	375.0	250.0	125.0	18.765		13.3227	6.6613	2022.0
21464	2022-03-21	CAPMATIC			0.04	0.0	0.04					2022.0
21462	2022-03-22	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1550.0	1150.0	400.0	925.469		1.2426	0.4322	2022.0
21463	2022-03-22	EMBALLAGES AT	MIRABEL,PQ	LAMBTON,PQ	300.0	226.0	74.0	278.07055256181343		0.8127	0.2661	2022.0
21465	2022-03-22	EMBALLAGES AT			1225.0	980.0	245.0					2022.0
21452	2022-03-23	SCOTTS CANADA LTD			1400.0	1000.0	400.0					2022.0
21467	2022-03-23	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0	741.1946992180209		1.6865	0.3373	2022.0
21469	2022-03-24	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	11.539		11.2661	1.7333	2022.0
21471	2022-03-25	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21472	2022-03-28	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	315.0	190.0	125.0	18.765		10.1252	6.6613	2022.0
21470	2022-03-29	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0	741.1946992180209		1.6865	0.3373	2022.0
21474	2022-03-30	CAPMATIC			2800.0	2300.0	500.0					2022.0
21475	2022-03-31	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	OTTAWA,ON	250.0	175.0	75.0	226.211		0.7736	0.3315	2022.0
21457	2022-04-01	CAPMATIC			8450.0	7627.5	822.5					2022.0
21476	2022-04-05	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1500.0	1250.0	250.0	741.1946992180209		1.6865	0.3373	2022.0
21443	2022-04-07	SCOTTS CANADA LTD			2800.0	2500.0	300.0					2022.0
21477	2022-04-12	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2022.0
21478	2022-04-12	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	LAS VEGAS,NV	3200.0	2500.0	700.0	4166.322		0.6	0.168	2022.0
21484	2022-04-12	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2022.0
21483	2022-04-13	EMBALLAGES AT	MIRABEL,PQ	WINDOM ,MN	975.0	800.0	175.0	1803.4944329205252		0.4436	0.097	2022.0
21488	2022-04-14	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	16.2226435584249		6.1642	3.0821	2022.0
21479	2022-04-18	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	LAS VEGAS,NV	1350.0	931.68	418.32	0.0				2022.0
21489	2022-04-19	CAPMATIC			7250.0	6500.0	750.0					2022.0
21490	2022-04-20	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	LAS VEGAS,NV	850.0	675.0	175.0	4166.322		0.162	0.042	2022.0
21491	2022-04-20	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	145.0	80.0	18.765		7.7272	4.2633	2022.0
21492	2022-04-21	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	275.0	165.0	110.0	43.72		3.774	2.516	2022.0
21493	2022-04-21	EMBALLAGES AT	MIRABEL,PQ	WINDOM,MN	1375.0	1150.0	225.0	1803.4944329205252		0.6377	0.1248	2022.0
21494	2022-04-25	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	11.539		9.9662	3.0332	2022.0
21495	2022-04-25	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	435.0	250.0	185.0	18.765		13.3227	9.8588	2022.0
21485	2022-04-27	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2022.0
21480	2022-04-28	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	LAS VEGAS,NV	1100.0	741.23	358.77	0.0				2022.0
21487	2022-04-28	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21481	2022-04-29	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	MONTREAL,PQ	1976.0	1376.97	599.03	4169.084		0.3303	0.1437	2022.0
21482	2022-04-29	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	LAS VEGAS,NV	1100.0	781.53	318.47	0.0				2022.0
21486	2022-05-02	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2022.0
21496	2022-05-02	CRISTAL IINOVATION			7.5	0.0	1027.5					2022.0
21498	2022-05-06	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2022.0
21499	2022-05-09	SCOTTS CANADA LTD			1400.0	1050.0	350.0					2022.0
21497	2022-05-10	SCOTTS CANADA LTD			1400.0	1000.0	400.0					2022.0
21500	2022-05-10	SCOTTS CANADA LTD			1400.0	1200.0	200.0					2022.0
21501	2022-05-11	SCOTTS CANADA LTD			1400.0	1050.0	350.0					2022.0
21503	2022-05-13	EMBALLAGES AT	GOLD HILL,OR	MIRABEL,PQ	1750.0	1289.48	460.52	4645.164662546112		0.2776	0.0991	2022.0
21502	2022-05-18	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1700.0	1500.0	200.0	741.1946992180209		2.0238	0.2698	2022.0
21504	2022-05-19	SCOTTS CANADA LTD	MIRAMICHI,NB	VERCHERES,PQ	1600.0	1300.0	300.0	741.1946992180209		1.7539	0.4048	2022.0
21505	2022-05-19	CAPMATIC			390.0	240.0	150.0					2022.0
21508	2022-05-19	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	43.72		2.6304	0.8005	2022.0
21506	2022-05-20	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	285.0	175.0	110.0	18.765		9.3259	5.862	2022.0
21509	2022-05-24	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	345.0	205.0	140.0	18.765		10.9246	7.4607	2022.0
21510	2022-05-24	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21511	2022-05-24	SCOTTS CANADA LTD			1400.0	1200.0	200.0					2022.0
21507	2022-05-25	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	LAS VEGAS,NV	7800.0	7100.0	700.0	4166.322		1.7041	0.168	2022.0
21512	2022-05-25	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21513	2022-05-26	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21515	2022-05-26	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21516	2022-05-30	CAPMATIC			1275.0	1000.0	275.0					2022.0
21517	2022-05-30	CAPMATIC			595.0	450.0	145.0					2022.0
21518	2022-05-30	SCOTTS CANADA LTD			1500.0	1250.0	250.0					2022.0
21519	2022-05-30	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21520	2022-05-30	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21523	2022-05-31	SCOTTS CANADA LTD			1600.0	1300.0	300.0					2022.0
21524	2022-05-31	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21526	2022-05-31	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	11.539		11.2661	1.7333	2022.0
21527	2022-05-31	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	255.0	160.0	95.0	18.765		8.5265	5.0626	2022.0
21521	2022-06-01	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21522	2022-06-01	SCOTTS CANADA LTD			1400.0	1050.0	350.0					2022.0
21528	2022-06-01	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21525	2022-06-02	SCOTTS CANADA LTD			1500.0	1300.0	200.0					2022.0
21529	2022-06-02	SCOTTS CANADA LTD			1600.0	1300.0	300.0					2022.0
21530	2022-06-02	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21531	2022-06-03	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21532	2022-06-03	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21534	2022-06-03	SCOTTS CANADA LTD	ST-LAURENT,PQ	L'ORIGNAL,ON	485.0	400.0	85.0	89.754		4.4566	0.947	2022.0
21533	2022-06-06	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21535	2022-06-07	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21536	2022-06-08	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21537	2022-06-08	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21538	2022-06-09	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21539	2022-06-09	SCOTTS CANADA LTD			1500.0	1200.0	300.0					2022.0
21540	2022-06-09	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21541	2022-06-09	SCOTTS CANADA LTD			3650.0	3300.0	350.0					2022.0
21542	2022-06-09	SCOTTS CANADA LTD			3650.0	3200.0	450.0					2022.0
21547	2022-06-09	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	345.0	205.0	140.0	18.765		10.9246	7.4607	2022.0
21545	2022-06-10	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21514	2022-06-11	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	MONTREAL,PQ	7250.0	6597.66	652.34	4169.084		1.5825	0.1565	2022.0
21544	2022-06-13	SCOTTS CANADA LTD			1400.0	1150.0	250.0					2022.0
21546	2022-06-14	SCOTTS CANADA LTD			1600.0	1300.0	300.0					2022.0
21548	2022-06-14	CASCADES SONOCO INC.			593.75	500.0	93.75					2022.0
21551	2022-06-14	SCOTTS CANADA LTD			1600.0	1300.0	300.0					2022.0
21552	2022-06-14	SCOTTS CANADA LTD			1600.0	1300.0	300.0					2022.0
21553	2022-06-14	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	11.539		11.2661	1.7333	2022.0
21554	2022-06-14	CAPMATIC			150.0	115.0	35.0					2022.0
21543	2022-06-15	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21550	2022-06-16	SCOTTS CANADA LTD			3650.0	3100.0	550.0					2022.0
21555	2022-06-16	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21556	2022-06-16	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21559	2022-06-16	SCOTTS CANADA LTD			3750.0	3400.0	350.0					2022.0
21557	2022-06-17	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	390.0	330.0	60.0	440.455		0.7492	0.1362	2022.0
21560	2022-06-17	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21561	2022-06-17	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	285.0	175.0	110.0	18.765		9.3259	5.862	2022.0
21558	2022-06-20	EMBALLAGES AT			550.0	475.0	75.0					2022.0
21564	2022-06-20	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21565	2022-06-20	SCOTTS CANADA LTD			3750.0	3400.0	350.0					2022.0
21566	2022-06-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	255.0	160.0	95.0	18.765		8.5265	5.0626	2022.0
21562	2022-06-22	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21563	2022-06-22	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21567	2022-06-23	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1650.0	1300.0	350.0	925.469		1.4047	0.3782	2022.0
21568	2022-06-24	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1650.0	1250.0	400.0	925.469		1.3507	0.4322	2022.0
21569	2022-06-27	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	405.0	235.0	170.0	18.765		12.5233	9.0594	2022.0
21572	2022-06-28	EMBALLAGES AT	GOLD HILL,OR	MIRABEL,PQ	1850.0	1485.63	364.37	4645.164662546112		0.3198	0.0784	2022.0
21573	2022-07-05	SCOTTS CANADA LTD			1400.0	1100.0	300.0					2022.0
21571	2022-07-06	SCOTTS CANADA LTD			1250.0	1050.0	200.0					2022.0
21574	2022-07-06	CASCADES SONOCO INC.			1350.0	950.0	400.0					2022.0
21575	2022-07-06	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21578	2022-07-06	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21583	2022-07-06	CASCADES SONOCO INC.			1000.0	800.0	200.0					2022.0
21576	2022-07-07	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21579	2022-07-07	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2022.0
21577	2022-07-08	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21584	2022-07-08	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	285.0	175.0	110.0	18.765		9.3259	5.862	2022.0
21580	2022-07-11	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21581	2022-07-12	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21587	2022-07-12	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	145.0	80.0	18.765		7.7272	4.2633	2022.0
21582	2022-07-13	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21588	2022-07-13	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21585	2022-07-14	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21586	2022-07-18	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	950.0	175.0	286.27774102391754		3.3185	0.6113	2022.0
21589	2022-07-18	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1025.0	925.0	100.0	286.27774102391754		3.2311	0.3493	2022.0
21594	2022-07-18	CAPMATIC			1000.0	750.0	250.0					2022.0
21595	2022-07-18	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	225.0	180.0	45.0	11.539		15.5993	3.8998	2022.0
21596	2022-07-18	CASCADES SONOCO INC.			3350.0	2700.0	650.0					2022.0
21590	2022-07-19	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1025.0	825.0	200.0	286.27774102391754		2.8818	0.6986	2022.0
21591	2022-07-20	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	925.0	200.0	286.27774102391754		3.2311	0.6986	2022.0
21599	2022-07-20	CAPMATIC	ST-LAURENT ,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	16.2226435584249		7.0889	2.1575	2022.0
21598	2022-07-21	EMBALLAGES AT	HOT SPRINGS,AR	MIRABEL,PQ	1879.0	1497.79	381.21	2380.65		0.6292	0.1601	2022.0
21600	2022-07-22	EMBALLAGES AT	MIRABEL,PQ	ST-JOHN,NB	585.0	500.0	85.0	978.19		0.5111	0.0869	2022.0
21606	2022-07-25	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	18.765		6.9278	1.0658	2022.0
21602	2022-07-26	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	925.0	200.0	286.27774102391754		3.2311	0.6986	2022.0
21603	2022-07-27	ROLLAND (SUSTANA)	LÉVIS,PQ	ST JEROME,PQ	1125.0	925.0	200.0	286.27774102391754		3.2311	0.6986	2022.0
21607	2022-07-27	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	43.72		2.6304	0.8005	2022.0
21608	2022-07-27	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	LAS VEGAS,NV	2500.0	2000.0	500.0	4166.322		0.48	0.12	2022.0
21610	2022-07-27	SCOTTS CANADA LTD			1250.0	1025.0	225.0					2022.0
21611	2022-07-28	THEATRIXX TECHNOLOGIES	LAS VEGAS,NV	MONTREAL,PQ	3550.0	2941.02	608.98	4169.084		0.7054	0.1461	2022.0
21622	2022-08-01	CAPMATIC			0.01	0.0	0.01					2022.0
21613	2022-08-02	SCOTTS CANADA LTD	LACHINE,PQ	L'ORIGNAL,ON	800.0	600.0	200.0	94.788		6.3299	2.11	2022.0
21614	2022-08-02	EMBALLAGES AT			295.0	1004.18	290.82					2022.0
21615	2022-08-02	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	16.2226435584249		7.0889	2.1575	2022.0
21618	2022-08-08	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	130.0	20.0	18.765		6.9278	1.0658	2022.0
21616	2022-08-10	CAPMATIC	SMITT FALLS,ON	MONTREAL-NORD,PQ	1065.0	800.0	265.0	677.908		1.1801	0.3909	2022.0
21619	2022-08-11	CAPMATIC			150.0	130.0	20.0					2022.0
21620	2022-08-15	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2022.0
21621	2022-08-18	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	1195.0	970.0	225.0	440.455		2.2023	0.5108	2022.0
21623	2022-08-23	EMBALLAGES AT	MIRABEL,PQ	SAINT-QUENTIN,NB	600.0	550.0	50.0	697.391		0.7887	0.0717	2022.0
21624	2022-08-24	EMBALLAGES AT	SAINT-QUENTIN,NB	MIRABEL,PQ	1325.0	1000.0	325.0	696.817		1.4351	0.4664	2022.0
21625	2022-08-25	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	LEWISVILLE,TX	1025.0	800.0	225.0	2921.253171606749		0.2739	0.077	2022.0
21626	2022-08-26	CAPMATIC	ST-LAURENT ,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	16.2226435584249		7.0889	2.1575	2022.0
21627	2022-08-30	CASCADES SONOCO INC.	MILWAUKEE,WI	BERTHIERVILLE,PQ	1425.0	1125.0	300.0	1456.9592578703816		0.7722	0.2059	2022.0
21628	2022-08-30	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	175.0	115.0	60.0	14.967857434781616		7.6831	4.0086	2022.0
21629	2022-09-06	CAPMATIC			8600.0	8000.0	600.0					2022.0
21630	2022-09-06	CAPMATIC			8600.0	7200.0	1400.0					2022.0
21631	2022-09-07	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	43.72		2.6304	0.8005	2022.0
21632	2022-09-08	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	475.0	350.0	125.0	440.455		0.7946	0.2838	2022.0
21633	2022-09-12	EMBALLAGES AT			650.0	500.0	150.0					2022.0
21634	2022-09-14	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0	14.967857434781616		7.6831	2.3383	2022.0
21635	2022-09-14	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2022.0
21612	2022-09-15	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2022.0
21638	2022-09-20	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0	14.967857434781616		7.6831	2.3383	2022.0
21639	2022-09-26	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765		6.1284	1.8652	2022.0
21640	2022-09-26	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2022.0
21641	2022-09-27	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0	14.967857434781616		7.6831	2.3383	2022.0
21646	2022-09-29	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	11.539		9.9662	3.0332	2022.0
