date,order_no,customer,origin,destination,revenue,cost,margin
1999-01-21,5438.000000,,,"1044.000000,TRANS-PLUS",40.0,0.0,40.0
1999-01-21,5439.000000,,,"1087.000000,U.S.A C/O LEGGI",140.0,0.0,140.0
1999-01-21,5440.000000,,,"1087.000000,U.S.A C/O LEGGI",38.0,0.0,38.0
1999-01-21,5443.000000,,,"1091.000000,REFAC",200.0,0.0,200.0
1999-01-21,5444.000000,,,"1094.000000,DEXTER",300.0,0.0,300.0
1999-02-03,5529.000000,,,"1048.000000,CADROPORTE",350.0,0.0,350.0
1999-02-09,5564.000000,,,"1055.000000,PVC DESIGN",53.0,0.0,53.0
1999-02-10,5573.000000,,,"1296.000000,COMO TEX",325.0,0.0,325.0
1999-02-11,5582.000000,,,"1080.000000,DISTRIBUTION IN QC.",1703.0,0.0,1703.0
1999-02-12,5588.000000,,,"1179.000000,QUEPLEX",0.0,0.0,0.0
1999-02-16,9961.000000,,,"1268.000000,CAROUSSEL",500.0,0.0,500.0
1999-01-21,5445.000000,,,"1097.000000,NATIONAL CONSOLIDATED INC.",250.0,0.0,250.0
1999-01-25,5446.000000,,,"1080.000000,DISTRIBUTION IN QC.",1187.0,0.0,1187.0
1999-01-25,5447.000000,,,"1080.000000,DISTRIBUTION IN QC.",1663.0,0.0,1663.0
1999-01-25,5448.000000,,,"1072.000000,KRAFT",400.0,0.0,400.0
1999-01-25,5449.000000,,,"1079.000000,AEP CANADA C/O GEOLOGISTICS",40.0,0.0,40.0
1999-01-25,5451.000000,,,"1106.000000,SHEFFIELD LABS",325.0,0.0,325.0
1999-01-25,5452.000000,,,"1048.000000,CADROPORTE",100.0,0.0,100.0
1999-01-25,5453.000000,,,"1111.000000,DOMFER (NEWMAN)",200.0,0.0,200.0
1999-01-25,5454.000000,,,"1114.000000,PANTORAMA",38.0,0.0,38.0
1999-01-25,5455.000000,,,"1115.000000,PRODUIT DAVE HAMPTON",90.0,0.0,90.0
1999-01-25,5456.000000,,,"1016.000000,MAISLINER",350.0,0.0,350.0
1999-01-25,5457.000000,,,"1116.000000,CAMFAB",30.0,0.0,30.0
1999-01-25,5458.000000,,,"1118.000000,US PLASTICS",500.0,0.0,500.0
1999-01-25,5459.000000,,,"1119.000000,LES EMBALLAGES CARROUSEL",650.0,0.0,650.0
1999-01-25,5460.000000,,,"1087.000000,U.S.A C/O LEGGI",38.0,0.0,38.0
1999-01-25,5461.000000,,,"1121.000000,STERNS",1100.0,0.0,1100.0
1999-01-25,5462.000000,,,"1123.000000,PETRO-CANADA LUBRICATE CENTER",690.0,0.0,690.0
1999-01-26,5463.000000,,,"1033.000000,RECOJET INC.",350.0,0.0,350.0
1999-01-26,5464.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-01-26,5465.000000,,,"1124.000000,ANJOU",250.0,0.0,250.0
1999-01-26,5466.000000,,,"1114.000000,PANTORAMA",70.0,0.0,70.0
1999-01-26,5467.000000,,,"1126.000000,LASSONDE",250.0,0.0,250.0
1999-01-26,5469.000000,,,"1129.000000,HALLENDALE ALUMINIUM",450.0,0.0,450.0
1999-01-26,5470.000000,,,"1131.000000,RONOR INNOVATIONS",250.0,0.0,250.0
1999-01-26,5471.000000,,,"1133.000000,LEMAN USA",400.0,0.0,400.0
1999-01-26,5473.000000,,,"1136.000000,AVON CANADA",275.0,0.0,275.0
1999-01-26,5476.000000,,,"1080.000000,DISTRIBUTION IN QC.",1635.0,0.0,1635.0
1999-01-26,5477.000000,,,"1139.000000,SPORTRACK",300.0,0.0,300.0
1999-01-26,5478.000000,,,"1142.000000,RIGHT-WAY",1500.0,0.0,1500.0
1999-01-26,5479.000000,,,"1144.000000,JOHNSTON PLASTICS",175.0,0.0,175.0
1999-01-26,5480.000000,,,"1147.000000,B.O.S. TORONTO",175.0,0.0,175.0
1999-01-26,5481.000000,,,"1149.000000,UNNAMED PUBLIC SCHOOL",600.0,0.0,600.0
1999-01-26,5482.000000,,,"1150.000000,TRW AUTOMOTIVE",900.0,0.0,900.0
1999-01-26,5483.000000,,,"1151.000000,UNISOURCE OTTAWA",700.0,0.0,700.0
1999-01-26,5484.000000,,,"1154.000000,WARRENVILLE HARDWARE",350.0,0.0,350.0
1999-08-20,10864.000000,,,"1203.000000,EMBALLAGE GODIN CDR",0.0,0.0,0.0
1999-01-27,5486.000000,,,"1016.000000,MAISLINER",100.0,0.0,100.0
1999-01-27,5487.000000,,,"1156.000000,LANTIC CHIMNEY",250.0,0.0,250.0
1999-01-27,5488.000000,,,"1158.000000,CORBEIL ENTREPRISE",100.0,0.0,100.0
1999-08-17,10840.000000,,,"2318.000000,FRONTIERE KEMPER - SILVERITE",0.0,0.0,0.0
1999-01-27,5489.000000,,,"1159.000000,GLEN GRAY CONSTRUCTION",425.0,0.0,425.0
1999-01-29,5490.000000,,,"1160.000000,STERNS",1250.0,0.0,1250.0
1999-01-29,5492.000000,,,"1165.000000,SLW DIST.",500.0,0.0,500.0
1999-02-01,5511.000000,,,"1198.000000,WWF  CANADA",225.0,0.0,225.0
1999-01-29,5510.000000,,,"1103.000000,POSTE CANADA",38.0,0.0,38.0
1999-01-29,5495.000000,,,"1175.000000,RELIURE GRATTON",35.0,0.0,35.0
1999-01-29,5497.000000,,,"1176.000000,NORANDEX",375.0,0.0,375.0
1999-01-29,5498.000000,,,"1087.000000,U.S.A C/O LEGGI",50.0,0.0,50.0
1999-01-29,5499.000000,,,"1055.000000,PVC DESIGN",107.0,0.0,107.0
1999-01-29,5500.000000,,,"1048.000000,CADROPORTE",500.0,0.0,500.0
1999-01-29,5501.000000,,,"1080.000000,DISTRIBUTION IN QC.",1643.0,0.0,1643.0
1999-01-29,5502.000000,,,"1044.000000,TRANS-PLUS",40.0,0.0,40.0
1999-02-01,5513.000000,,,"1181.000000,REMCO",63.0,0.0,63.0
1999-01-29,5504.000000,,,"1068.000000,MONTREAL CHEMICALS",45.0,0.0,45.0
1999-01-29,5505.000000,,,"1183.000000,ALROSE",400.0,0.0,400.0
1999-01-29,5506.000000,,,"1185.000000,TORONTO EATON CTR.",600.0,0.0,600.0
1999-02-01,5514.000000,,,"1203.000000,EMBALLAGE GODIN CDR",750.0,0.0,750.0
1999-08-20,10867.000000,,,"2351.000000,KLEINKNECHT CONTREUCTION",0.0,0.0,0.0
1999-01-29,5508.000000,,,"1191.000000,CLOUMATIC",350.0,0.0,350.0
1999-01-29,5509.000000,,,"1194.000000,BRANTFORD",200.0,0.0,200.0
1999-08-18,10843.000000,,,"2323.000000,KITCHEN BY CURIO INC",0.0,0.0,0.0
1999-02-01,5515.000000,,,"1205.000000,ACCENT IMPRESSIONS",75.0,0.0,75.0
1999-02-02,5516.000000,,,"1208.000000,A&R DRESS",250.0,0.0,250.0
1999-02-02,5517.000000,,,"1069.000000,BUCKMAN",275.0,0.0,275.0
1999-02-02,5518.000000,,,"1212.000000,UNICOR INDUSTRIES",250.0,0.0,250.0
1999-02-02,5519.000000,,,"1214.000000,GLIDDEN",1800.0,0.0,1800.0
1999-02-02,5520.000000,,,"1201.000000,EMBALAGE MONTCORR",300.0,0.0,300.0
1999-02-02,5521.000000,,,"1216.000000,MC MAHON DISTRIBUTION",0.0,0.0,0.0
1999-02-02,5522.000000,,,"1218.000000,NORMAND SMITH",225.0,0.0,225.0
1999-02-02,5523.000000,,,"1219.000000,WYETT AYERS LABATORIES",225.0,0.0,225.0
1999-02-02,5524.000000,,,"1221.000000,INSTALL QUALITY",300.0,0.0,300.0
1999-02-02,5525.000000,,,"1223.000000,ACQ",125.0,0.0,125.0
1999-02-02,5526.000000,,,"1224.000000,ATELIER LESSARD",53.0,0.0,53.0
1999-02-08,5548.000000,,,"1245.000000,DOVER CO.",300.0,0.0,300.0
1999-02-03,5528.000000,,,"1080.000000,DISTRIBUTION IN QC.",1935.0,0.0,1935.0
1999-02-09,5565.000000,,,"1179.000000,QUEPLEX",53.0,0.0,53.0
1999-02-03,5534.000000,,,"1229.000000,USA MODELS",1300.0,0.0,1300.0
1999-02-04,5538.000000,,,"1231.000000,CANADA POSTE",38.0,0.0,38.0
1999-02-05,5542.000000,,,"1233.000000,CAFE ELECTRONIQUE",125.0,0.0,125.0
1999-02-05,5541.000000,,,"1234.000000,TANSES TECHNOLOGIES",250.0,0.0,250.0
1999-02-05,5543.000000,,,"1237.000000,SHAWNUT MILLS",225.0,0.0,225.0
1999-02-05,5544.000000,,,"1238.000000,LEAMAN USA",400.0,0.0,400.0
1999-02-08,5545.000000,,,"1080.000000,DISTRIBUTION IN QC.",1891.0,0.0,1891.0
1999-02-08,5546.000000,,,"1241.000000,FENETRE MQ",35.0,0.0,35.0
1999-02-08,5549.000000,,,"1250.000000,TOWERS TRAINING",1375.0,0.0,1375.0
1999-02-08,5547.000000,,,"1249.000000,TRANSMID EAST",825.0,0.0,825.0
1999-02-08,5551.000000,,,"1254.000000,NOVA BUS CORPORATION",200.0,0.0,200.0
1999-02-09,5563.000000,,,"1278.000000,LENARO",1350.0,0.0,1350.0
1999-02-08,5553.000000,,,"1087.000000,U.S.A C/O LEGGI",100.0,0.0,100.0
1999-02-08,5552.000000,,,"1258.000000,ADVANTEX EXPRESS",300.0,0.0,300.0
1999-02-08,5554.000000,,,"1048.000000,CADROPORTE",300.0,0.0,300.0
1999-02-08,5555.000000,,,"1016.000000,MAISLINER",100.0,0.0,100.0
1999-02-08,5556.000000,,,"1268.000000,CAROUSSEL",650.0,0.0,650.0
1999-02-12,5587.000000,,,"1318.000000,CUSTOM DOWNSTREAM SYSTEM",53.0,0.0,53.0
1999-02-08,5557.000000,,,"1270.000000,OUEST INTERNATIONAL",250.0,0.0,250.0
1999-08-18,10844.000000,,,"2324.000000,OPTIONS UNLIMITED",0.0,0.0,0.0
1999-08-18,10846.000000,,,"2325.000000,ST PAUL SCHOOL",0.0,0.0,0.0
1999-02-08,5558.000000,,,"1087.000000,U.S.A C/O LEGGI",40.0,0.0,40.0
1999-02-08,5559.000000,,,"1273.000000,MULTIPAPER",85.0,0.0,85.0
1999-02-08,5560.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-09,5561.000000,,,"1016.000000,MAISLINER",200.0,0.0,200.0
1999-02-09,5562.000000,,,"1276.000000,MY BREAD BAKING",250.0,0.0,250.0
1999-02-09,5566.000000,,,"1280.000000,UNIK",150.0,0.0,150.0
1999-02-10,5567.000000,,,"1283.000000,COSMETEQUE",250.0,0.0,250.0
1999-02-10,5569.000000,,,"1288.000000,PRIVA",350.0,0.0,350.0
1999-02-10,5568.000000,,,"1285.000000,PROGEST CONSTRUCTION",100.0,0.0,100.0
1999-02-10,5570.000000,,,"1293.000000,KOYO FOODS",150.0,0.0,150.0
1999-02-10,5571.000000,,,"1290.000000,M ET R",135.0,0.0,135.0
1999-02-10,5572.000000,,,"1073.000000,BOOST-WAY",50.0,0.0,50.0
1999-02-11,5581.000000,,,"1312.000000,",0.0,0.0,0.0
1999-02-10,5574.000000,,,"1297.000000,MATOKI INC",300.0,0.0,300.0
1999-02-10,5575.000000,,,"1300.000000,DECOLIN",100.0,0.0,100.0
1999-02-10,5576.000000,,,"1301.000000,EQUIPEMENT POIRIER",65.0,0.0,65.0
1999-02-10,5577.000000,,,"1303.000000,ST BENEDICT SCHOOL",575.0,0.0,575.0
1999-02-10,5578.000000,,,"1305.000000,",400.0,0.0,400.0
1999-02-10,5579.000000,,,"1307.000000,ANNALEE DOLLS INC",450.0,0.0,450.0
1999-02-10,5580.000000,,,"1309.000000,MULTI RESERVOIR",160.0,0.0,160.0
1999-08-24,10878.000000,,,"1196.000000,POSTE CANADA",0.0,0.0,0.0
1999-02-11,5583.000000,,,"1314.000000,LES EMBALLAGES KNOWLTON",250.0,0.0,250.0
1999-02-11,5584.000000,,,"1183.000000,ALROSE",300.0,0.0,300.0
1999-02-12,5585.000000,,,"1316.000000,BUNZL NEW ENGLAND",500.0,0.0,500.0
1999-02-12,5586.000000,,,"1278.000000,LENARO",1400.0,0.0,1400.0
1999-02-12,5591.000000,,,"1320.000000,DELBAL CDA",225.0,0.0,225.0
1999-02-15,9951.000000,,,"1322.000000,RONA L'ENTREPOT",275.0,0.0,275.0
1999-02-15,9952.000000,,,"1324.000000,GOOD DAY DIST. CO.",450.0,0.0,450.0
1999-02-15,9953.000000,,,"1325.000000,CORPORATION AQUATERRE",30.0,0.0,30.0
1999-02-15,9954.000000,,,"1087.000000,U.S.A C/O LEGGI",50.0,0.0,50.0
1999-02-15,9955.000000,,,"1273.000000,MULTIPAPER",575.0,0.0,575.0
1999-02-16,9960.000000,,,"1330.000000,DOVERCO",200.0,0.0,200.0
1999-03-04,10050.000000,,,"1073.000000,BOOST-WAY",35.0,0.0,35.0
1999-04-06,10204.000000,,,"1537.000000,CENTURY ROBINSON",1100.0,0.0,1100.0
1999-04-07,10206.000000,,,"1650.000000,TRANSPORT LARIVEX",450.0,0.0,450.0
1999-04-08,10213.000000,,,"1658.000000,SLB SNACKS",550.0,0.0,550.0
1999-04-09,10220.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-04-12,10229.000000,,,"1016.000000,MAISLINER",200.0,0.0,200.0
1999-02-15,9956.000000,,,"1268.000000,CAROUSSEL",75.0,0.0,75.0
1999-02-16,9957.000000,,,"1060.000000,PRESSMET CORP.",250.0,0.0,250.0
1999-02-16,9959.000000,,,"1327.000000,SEVILLE DYE AND FINISHING",200.0,0.0,200.0
1999-02-18,9978.000000,,,"1353.000000,MANODNOCK PAPER MILLS",250.0,0.0,250.0
1999-02-16,9962.000000,,,"1033.000000,RECOJET INC.",250.0,0.0,250.0
1999-02-16,9963.000000,,,"1071.000000,SEL WINDSOR",90.0,0.0,90.0
1999-02-16,9964.000000,,,"1333.000000,LES PLASTIQUES SIMPORT LTEE",250.0,0.0,250.0
1999-08-13,10831.000000,,,"2306.000000,IMPRESSIONS LOGOBEC",0.0,0.0,0.0
1999-02-17,9965.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-17,9966.000000,,,"1334.000000,AQUATERRA",30.0,0.0,30.0
1999-02-17,9967.000000,,,"1179.000000,QUEPLEX",53.0,0.0,53.0
1999-08-13,10830.000000,,,"1268.000000,CAROUSSEL",0.0,0.0,0.0
1999-02-17,9969.000000,,,"1337.000000,SPAG S SUPPLY",300.0,0.0,300.0
1999-02-17,9970.000000,,,"1339.000000,ADDEN FURN",300.0,0.0,300.0
1999-02-17,9971.000000,,,"1080.000000,DISTRIBUTION IN QC.",1620.0,0.0,1620.0
1999-02-17,9972.000000,,,"1345.000000,CAPE COD EXPRESS",400.0,0.0,400.0
1999-02-18,9973.000000,,,"1342.000000,STRANDEL INC",200.0,0.0,200.0
1999-02-22,9993.000000,,,"1375.000000,RIVERSIDE MFG",300.0,0.0,300.0
1999-02-18,9975.000000,,,"1347.000000,GIANTIGER",400.0,0.0,400.0
1999-02-18,9976.000000,,,"1349.000000,K.B.K. CUTTING LTD",300.0,0.0,300.0
1999-02-18,9977.000000,,,"1351.000000,CASKET ROYAL",300.0,0.0,300.0
1999-02-22,9994.000000,,,"1103.000000,POSTE CANADA",38.0,0.0,38.0
1999-02-18,9979.000000,,,"1356.000000,LIGHT LIFE GOODS",500.0,0.0,500.0
1999-08-17,10839.000000,,,"1579.000000,POSTE CANADA",0.0,0.0,0.0
1999-02-19,9980.000000,,,"1278.000000,LENARO",1425.0,0.0,1425.0
1999-02-19,9981.000000,,,"1272.000000,UNISOURCE ST LAURENT",650.0,0.0,650.0
1999-02-19,9982.000000,,,"1080.000000,DISTRIBUTION IN QC.",1586.0,0.0,1586.0
1999-08-17,10841.000000,,,"2352.000000,MERRIMACK VALLEY WOOD PRO",0.0,0.0,0.0
1999-02-19,9984.000000,,,"1362.000000,FENOMENON FASHIONS",175.0,0.0,175.0
1999-02-19,9985.000000,,,"1363.000000,MARABI",50.0,0.0,50.0
1999-02-19,9986.000000,,,"1296.000000,COMO TEX / VOGUE",50.0,0.0,50.0
1999-02-19,9987.000000,,,"1366.000000,UGARIT",50.0,0.0,50.0
1999-02-19,9988.000000,,,"1367.000000,CONSULTECH",90.0,0.0,90.0
1999-02-19,9989.000000,,,"1016.000000,MAISLINER",400.0,0.0,400.0
1999-02-19,9990.000000,,,"1234.000000,TANSES TECHNOLOGIES",300.0,0.0,300.0
1999-02-22,9991.000000,,,"1371.000000,ARDEN HOLDINGS",200.0,0.0,200.0
1999-02-24,10010.000000,,,"1389.000000,INTER PRINT",325.0,0.0,325.0
1999-02-24,10011.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-08-20,10863.000000,,,"2343.000000,PAK TEK INC",0.0,0.0,0.0
1999-02-24,10012.000000,,,"1394.000000,PRECISE PACKAGING",400.0,0.0,400.0
1999-02-22,9995.000000,,,"1196.000000,POSTE CANADA",38.0,0.0,38.0
1999-02-23,10000.000000,,,"1069.000000,BUCKMAN",275.0,0.0,275.0
1999-02-23,9998.000000,,,"1376.000000,UQAM",175.0,0.0,175.0
1999-02-23,9999.000000,,,"1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-23,10001.000000,,,"1073.000000,BOOST-WAY",25.0,0.0,25.0
1999-02-23,10002.000000,,,"1378.000000,TIMES RECORD",900.0,0.0,900.0
1999-02-25,10017.000000,,,"1087.000000,U.S.A C/O LEGGI",45.0,0.0,45.0
1999-02-26,10018.000000,,,"1403.000000,JOHN B. HYNES CONVENTION CTR",300.0,0.0,300.0
1999-02-26,10023.000000,,,"1055.000000,PVC DESIGN",107.0,0.0,107.0
1999-02-23,10003.000000,,,"1380.000000,METALTEK (U.S.A.)",650.0,0.0,650.0
1999-02-23,10004.000000,,,"1381.000000,EGLINTON/SPECTRUM PUBLIC SCHOOL",400.0,0.0,400.0
1999-02-24,10005.000000,,,"1383.000000,MORNEAU TRANSPORT",200.0,0.0,200.0
1999-02-24,10007.000000,,,"1384.000000,SALLE COMMUNAUTAIRE",275.0,0.0,275.0
1999-02-24,10006.000000,,,"1203.000000,EMBALLAGE GODIN CDR",750.0,0.0,750.0
1999-02-24,10008.000000,,,"1016.000000,MAISLINER",150.0,0.0,150.0
1999-02-24,10009.000000,,,"1080.000000,DISTRIBUTION IN QC.",600.0,0.0,600.0
1999-02-25,10013.000000,,,"1392.000000,SOUCY INTERNATIONAL",250.0,0.0,250.0
1999-02-25,10014.000000,,,"1179.000000,QUEPLEX",53.0,0.0,53.0
1999-08-20,10862.000000,,,"2341.000000,MILLER BREWING COMPAGNY",0.0,0.0,0.0
1999-02-25,10015.000000,,,"1144.000000,JOHNSTON PLASTICS",200.0,0.0,200.0
1999-02-25,10016.000000,,,"1398.000000,FRANK & MARILYN RIZZO",325.0,0.0,325.0
1999-03-01,10034.000000,,,"1428.000000,TOMMY HILLFIGER",1100.0,0.0,1100.0
1999-08-30,10895.000000,,,"2386.000000,CANADA STEAM LINE",0.0,0.0,0.0
1999-02-26,10019.000000,,,"1183.000000,ALROSE",250.0,0.0,250.0
1999-02-26,10020.000000,,,"1405.000000,PHILHOBAR DESIGN",45.0,0.0,45.0
1999-02-26,10021.000000,,,"1272.000000,UNISOURCE ST LAURENT",650.0,0.0,650.0
1999-02-26,10022.000000,,,"1408.000000,HORST",70.0,0.0,70.0
1999-03-01,10035.000000,,,"1016.000000,MAISLINER",100.0,0.0,100.0
1999-03-04,10049.000000,,,"1451.000000,",250.0,0.0,250.0
1999-03-10,10079.000000,,,"1489.000000,RADIATION BUILDING",350.0,0.0,350.0
1999-03-26,10166.000000,,,"1589.000000,CTR",250.0,0.0,250.0
1999-03-26,10171.000000,,,"1268.000000,CAROUSSEL",650.0,0.0,650.0
1999-02-26,10024.000000,,,"1411.000000,HOLLROCK ENGINEERING",250.0,0.0,250.0
1999-02-26,10025.000000,,,"1055.000000,PVC DESIGN",295.0,0.0,295.0
1999-02-26,10026.000000,,,"1414.000000,GM CAN ASSY PLT R",808.5,0.0,808.5
1999-02-26,10027.000000,,,"1419.000000,GM CANADA STE-THERESE",391.25,0.0,391.25
1999-02-26,10028.000000,,,"1417.000000,REDIRACK",75.0,0.0,75.0
1999-03-01,10029.000000,,,"1268.000000,CAROUSSEL",650.0,0.0,650.0
1999-03-04,10048.000000,,,"1449.000000,HIT OR MISS",300.0,0.0,300.0
1999-03-08,10063.000000,,,"1465.000000,BOSTEC INC",50.0,0.0,50.0
1999-03-09,10070.000000,,,"1483.000000,",310.0,0.0,310.0
1999-03-11,10088.000000,,,"1500.000000,TECHNIDOCK",600.0,0.0,600.0
1999-03-24,10151.000000,,,"1575.000000,ALSTHOM CANADA INC",350.0,0.0,350.0
1999-03-29,10174.000000,,,"1594.000000,BLOCK BINDING",175.0,0.0,175.0
1999-03-30,10180.000000,,,"1601.000000,A&B CARGO",575.0,0.0,575.0
1999-03-01,10030.000000,,,"1420.000000,INDUSTRIE CANIMEX",200.0,0.0,200.0
1999-03-01,10031.000000,,,"1422.000000,SCAC TRANSPORT INC.",140.0,0.0,140.0
1999-03-01,10032.000000,,,"1425.000000,WARNER LAMBERT",100.0,0.0,100.0
1999-03-01,10033.000000,,,"1426.000000,BEN MOR CABLES",150.0,0.0,150.0
1999-03-02,10036.000000,,,"1430.000000,NURA INTERNATIONAL",100.0,0.0,100.0
1999-03-02,10037.000000,,,"1433.000000,TEKNOR APEX - PAWTUCKET WHSE",250.0,0.0,250.0
1999-03-02,10038.000000,,,"1435.000000,LES ALIMENTS PAPCO INC",200.0,0.0,200.0
1999-03-02,10039.000000,,,"1016.000000,MAISLINER",300.0,0.0,300.0
1999-03-03,10040.000000,,,"1439.000000,MEDICOM",300.0,0.0,300.0
1999-03-03,10041.000000,,,"1021.000000,BRADLEES DISTRIBUTION",775.0,0.0,775.0
1999-03-03,10042.000000,,,"1377.000000,LEGGI TRANSPORT (700)",441.0,0.0,441.0
1999-03-03,10043.000000,,,"1356.000000,LIGHT LIFE GOODS",500.0,0.0,500.0
1999-03-03,10044.000000,,,"1442.000000,FILENES WARWICK MAIL",500.0,0.0,500.0
1999-03-03,10045.000000,,,"1443.000000,REGAL 16 CHINESE RESTAURANT",400.0,0.0,400.0
