date,order_no,customer,origin,destination,revenue,cost,margin
1998-12-21,5060.000000,,,"ABC PLASTICS INC.,1009.000000,WORTHINGTON MFG.",2000.0,0.0,2000.0
1999-01-18,5065.000000,,,"SURALFORM C/O NORA BEV,1023.000000,PECROW INC.",350.0,0.0,350.0
1999-01-18,5072.000000,,,"ROGERS FOAM,1033.000000,RECOJET INC.",250.0,0.0,250.0
1999-01-18,5068.000000,,,"QUALIPAK,1028.000000,NOGA DAIRY",1100.0,0.0,1100.0
1999-01-18,5066.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-01-18,5063.000000,,,"GILLES LEGRAND,1021.000000,BRADLEES DISTRIBUTION",350.0,0.0,350.0
1999-01-18,5069.000000,,,"VALENTINO FURNITURE,1030.000000,APOLLO FURNITURE",200.0,0.0,200.0
1999-01-18,5062.000000,,,"LOGITRANS,1018.000000,JOHN S. PFARR",350.0,0.0,350.0
1999-01-19,5417.000000,,,"SCHULTERM,1043.000000,TAKE TWO TEXTILES",175.0,0.0,175.0
1999-01-19,5419.000000,,,"BARON METAL,1048.000000,CADROPORTE",350.0,0.0,350.0
1999-01-19,5418.000000,,,"COATERS,1046.000000,SUNBELT",250.0,0.0,250.0
1999-01-19,5420.000000,,,"VAN WATERS & ROGERS,1052.000000,VAN WATERS & ROGERS  (MA)",1100.0,0.0,1100.0
1999-01-20,5432.000000,,,"SAJO,1076.000000,MACEYS (BROOKLYN)",1200.0,0.0,1200.0
1999-01-20,5431.000000,,,"ROGERS FOAM,1033.000000,RECOJET INC.",300.0,0.0,300.0
1999-01-20,5430.000000,,,"ROGERS FOAM,1033.000000,RECOJET INC.",300.0,0.0,300.0
1999-01-20,5428.000000,,,"SEL WINDSOR,1072.000000,KRAFT",80.0,0.0,80.0
1999-01-20,5427.000000,,,"MONTREAL CHEMICALS,1069.000000,BUCKMAN",75.0,0.0,75.0
1999-01-20,5426.000000,,,"GENECA CORP.,1066.000000,PLACAGE DE LUXE",500.0,0.0,500.0
1999-01-20,5429.000000,,,"LESSOR,1055.000000,PVC DESIGN",53.0,0.0,53.0
1999-01-20,5424.000000,,,"VERNON PLASTICS,1016.000000,MAISLINER",250.0,0.0,250.0
1999-01-20,5423.000000,,,"DOMFER,1060.000000,PRESSMET CORP.",250.0,0.0,250.0
1999-01-20,5422.000000,,,"SPIRO METAL,1057.000000,B.E. MCGEE INC.",400.0,0.0,400.0
1999-01-20,5421.000000,,,"NOVAPROFIL,1055.000000,PVC DESIGN",89.0,0.0,89.0
1999-01-20,5425.000000,,,"SAFETY FIRST,1063.000000,SAFETY FIRST (CANADA)",200.0,0.0,200.0
1999-01-21,5433.000000,,,"SANEXEN ENVIROMENTAL,1078.000000,BUSH VACUUM",38.0,0.0,38.0
1999-01-21,5444.000000,,,"MULTICORE,1094.000000,DEXTER",300.0,0.0,300.0
1999-01-21,5443.000000,,,"CARLIN COMBUSTION,1091.000000,REFAC",200.0,0.0,200.0
1999-01-21,5440.000000,,,"TRANSFINITION,1087.000000,U.S.A C/O LEGGI",38.0,0.0,38.0
1999-01-21,5439.000000,,,"PARQUET DUBEAU LTEE,1087.000000,U.S.A C/O LEGGI",140.0,0.0,140.0
1999-01-21,5438.000000,,,"ATLANTIC POOLS,1044.000000,TRANS-PLUS",40.0,0.0,40.0
1999-01-21,5437.000000,,,"TALARICO,1082.000000,????",550.0,0.0,550.0
1999-01-21,5435.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1668.0,0.0,1668.0
1999-01-21,5436.000000,,,"VAN WATERS & ROGERS,1052.000000,VAN WATERS & ROGERS  (MA)",1100.0,0.0,1100.0
1999-01-21,5445.000000,,,"OLD ROCK SPRING,1097.000000,NATIONAL CONSOLIDATED INC.",250.0,0.0,250.0
1999-01-21,5434.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",300.0,0.0,300.0
1999-01-25,5462.000000,,,"PETRO CANADA,1123.000000,PETRO-CANADA LUBRICATE CENTER",690.0,0.0,690.0
1999-01-25,5461.000000,,,"SAJO,1121.000000,STERNS",1100.0,0.0,1100.0
1999-01-25,5456.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",350.0,0.0,350.0
1999-01-25,5457.000000,,,"U.S.A C/O LEGGI,1116.000000,CAMFAB",30.0,0.0,30.0
1999-01-25,5458.000000,,,"PLASTICOLOR,1118.000000,US PLASTICS",500.0,0.0,500.0
1999-01-25,5459.000000,,,"AEP CANADA C/O GEOLOGISTICS,1119.000000,LES EMBALLAGES CARROUSEL",650.0,0.0,650.0
1999-01-25,5455.000000,,,"TRANS-PLUS,1115.000000,PRODUIT DAVE HAMPTON",90.0,0.0,90.0
1999-01-25,5454.000000,,,"DENTEX,1114.000000,PANTORAMA",38.0,0.0,38.0
1999-01-25,5453.000000,,,"NORTON CO.,1111.000000,DOMFER (NEWMAN)",200.0,0.0,200.0
1999-01-25,5452.000000,,,"ARTEK DOORS,1048.000000,CADROPORTE",100.0,0.0,100.0
1999-01-25,5451.000000,,,"WILCO GROUP,1106.000000,SHEFFIELD LABS",325.0,0.0,325.0
1999-01-25,5449.000000,,,"PROVIGO ST-LAURENT,1079.000000,AEP CANADA C/O GEOLOGISTICS",40.0,0.0,40.0
1999-01-25,5448.000000,,,"CROMPTON & KNOWLES,1072.000000,KRAFT",400.0,0.0,400.0
1999-01-25,5460.000000,,,"INTERGLOBE,1087.000000,U.S.A C/O LEGGI",38.0,0.0,38.0
1999-01-25,5446.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1187.0,0.0,1187.0
1999-01-25,5447.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1663.0,0.0,1663.0
1999-01-25,5450.000000,,,"IMAGE CANADA,1103.000000,POSTE CANADA",38.0,0.0,38.0
1999-01-26,5469.000000,,,"U.S.A C/O LEGGI,1129.000000,HALLENDALE ALUMINIUM",450.0,0.0,450.0
1999-01-26,5470.000000,,,"MIDDLESEX RESEARCH,1131.000000,RONOR INNOVATIONS",250.0,0.0,250.0
1999-01-26,5471.000000,,,"PRIMEX MOULDERS,1133.000000,LEMAN USA",400.0,0.0,400.0
1999-01-26,5476.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1635.0,0.0,1635.0
1999-01-26,5467.000000,,,"TETLEY TEA,1126.000000,LASSONDE",250.0,0.0,250.0
1999-01-26,5477.000000,,,"ALMAG ALUMINIUM,1139.000000,SPORTRACK",300.0,0.0,300.0
1999-01-26,5479.000000,,,"JOHNSTON INDUSTRIAL PLASTICS,1144.000000,JOHNSTON PLASTICS",175.0,0.0,175.0
1999-01-26,5480.000000,,,"KEBECSON,1147.000000,B.O.S. TORONTO",175.0,0.0,175.0
1999-01-26,5481.000000,,,"CORFLEX,1149.000000,UNNAMED PUBLIC SCHOOL",600.0,0.0,600.0
1999-01-26,5482.000000,,,"CORFLEX,1150.000000,TRW AUTOMOTIVE",900.0,0.0,900.0
1999-01-26,5483.000000,,,"AEP CANADA C/O GEOLOGISTICS,1151.000000,UNISOURCE OTTAWA",700.0,0.0,700.0
1999-01-26,5484.000000,,,"PVC DESIGN,1154.000000,WARRENVILLE HARDWARE",350.0,0.0,350.0
1999-01-26,5478.000000,,,"RECOCHEM,1142.000000,RIGHT-WAY",1500.0,0.0,1500.0
1999-01-26,5466.000000,,,"DENTEX,1114.000000,PANTORAMA",70.0,0.0,70.0
1999-01-26,5473.000000,,,"AVON PRODUCTS INC.,1136.000000,AVON CANADA",275.0,0.0,275.0
1999-01-26,5464.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-01-26,5463.000000,,,"ROGERS FOAM,1033.000000,RECOJET INC.",350.0,0.0,350.0
1999-01-26,5468.000000,,,"PVC DESIGN,1128.000000,JIM FIELD",450.0,0.0,450.0
1999-01-26,5465.000000,,,"BUCKMAN,1124.000000,ANJOU",250.0,0.0,250.0
1999-01-27,5489.000000,,,"PVC DESIGN,1159.000000,GLEN GRAY CONSTRUCTION",425.0,0.0,425.0
1999-01-27,5488.000000,,,"U.S.A C/O LEGGI,1158.000000,CORBEIL ENTREPRISE",100.0,0.0,100.0
1999-01-27,5487.000000,,,"TRANSCONTINENTAL EQUIPEMENT,1156.000000,LANTIC CHIMNEY",250.0,0.0,250.0
1999-01-27,5486.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",100.0,0.0,100.0
1999-01-29,5495.000000,,,"PAYETTE & SIMMS,1175.000000,RELIURE GRATTON",35.0,0.0,35.0
1999-01-29,5510.000000,,,"TEANAQUIP,1103.000000,POSTE CANADA",38.0,0.0,38.0
1999-01-29,5499.000000,,,"QUEPLEX,1055.000000,PVC DESIGN",107.0,0.0,107.0
1999-01-29,5492.000000,,,"PENN WAREHOUSING,1165.000000,SLW DIST.",500.0,0.0,500.0
1999-01-29,5490.000000,,,"LOGITRANS,1160.000000,STERNS",1250.0,0.0,1250.0
1999-01-29,5500.000000,,,"ARTEK DOORS,1048.000000,CADROPORTE",500.0,0.0,500.0
1999-01-29,5498.000000,,,"CORFLEX,1087.000000,U.S.A C/O LEGGI",50.0,0.0,50.0
1999-01-29,5509.000000,,,"ENVELOPE SUPPREME,1194.000000,BRANTFORD",200.0,0.0,200.0
1999-01-29,5508.000000,,,"HITACHI KOKI,1191.000000,CLOUMATIC",350.0,0.0,350.0
1999-01-29,5506.000000,,,"INEX GARDENS,1185.000000,TORONTO EATON CTR.",600.0,0.0,600.0
1999-01-29,5505.000000,,,"COMPOSANT JV.,1183.000000,ALROSE",400.0,0.0,400.0
1999-01-29,5494.000000,,,"AEP CANADA C/O GEOLOGISTICS,1167.000000,UNISOURCE (QUEBEC)",984.4,0.0,984.4
1999-01-29,5493.000000,,,"STERNS,1013.000000,LOGITRANS",150.0,0.0,150.0
1999-01-29,5497.000000,,,"U.S.A C/O LEGGI,1176.000000,NORANDEX",375.0,0.0,375.0
1999-01-29,5504.000000,,,"BUCKMAN,1068.000000,MONTREAL CHEMICALS",45.0,0.0,45.0
1999-01-29,5502.000000,,,"ATHELETES WORLD,1044.000000,TRANS-PLUS",40.0,0.0,40.0
1999-01-29,5501.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1643.0,0.0,1643.0
1999-02-01,5514.000000,,,"AEP CANADA C/O GEOLOGISTICS,1203.000000,EMBALLAGE GODIN CDR",750.0,0.0,750.0
1999-02-01,5515.000000,,,"BRYMAG,1205.000000,ACCENT IMPRESSIONS",75.0,0.0,75.0
1999-02-01,5513.000000,,,"DENTEX,1181.000000,REMCO",63.0,0.0,63.0
1999-02-01,5511.000000,,,"ECOLOGICAL FIBER,1198.000000,WWF  CANADA",225.0,0.0,225.0
1999-02-02,5524.000000,,,"GEIBER INTERNATIONAL,1221.000000,INSTALL QUALITY",300.0,0.0,300.0
1999-02-02,5523.000000,,,"SPIRO METAL,1219.000000,WYETT AYERS LABATORIES",225.0,0.0,225.0
1999-02-02,5522.000000,,,"BUCKMAN,1218.000000,NORMAND SMITH",225.0,0.0,225.0
1999-02-02,5520.000000,,,"INTERNATIONAL PAPER,1201.000000,EMBALAGE MONTCORR",300.0,0.0,300.0
1999-02-02,5519.000000,,,"RECOCHEM,1214.000000,GLIDDEN",1800.0,0.0,1800.0
1999-02-02,5518.000000,,,"EURO-AMERICAN,1212.000000,UNICOR INDUSTRIES",250.0,0.0,250.0
1999-02-02,5517.000000,,,"ENTREPOT PLASPACK,1069.000000,BUCKMAN",275.0,0.0,275.0
1999-02-02,5516.000000,,,"HARGO FABRICS,1208.000000,A&R DRESS",250.0,0.0,250.0
1999-02-02,5525.000000,,,"CORFLEX,1223.000000,ACQ",125.0,0.0,125.0
1999-02-02,5521.000000,,,"NOVARTIS C/O PRESTON TRANSPORT,1216.000000,MC MAHON DISTRIBUTION",0.0,0.0,0.0
1999-02-02,5526.000000,,,"PVC DESIGN,1224.000000,ATELIER LESSARD",53.0,0.0,53.0
1999-02-03,5528.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1935.0,0.0,1935.0
1999-02-03,5529.000000,,,"ARTEK DOORS,1048.000000,CADROPORTE",350.0,0.0,350.0
1999-02-03,5534.000000,,,"MONTREAL EXPRESS COMPAGNY,1229.000000,USA MODELS",1300.0,0.0,1300.0
1999-02-04,5538.000000,,,"TENAQUIP LTÉE,1231.000000,CANADA POSTE",38.0,0.0,38.0
1999-02-05,5542.000000,,,"CORFLEX,1233.000000,CAFE ELECTRONIQUE",125.0,0.0,125.0
1999-02-05,5541.000000,,,"COSMEDICO LIGHT,1234.000000,TANSES TECHNOLOGIES",250.0,0.0,250.0
1999-02-05,5543.000000,,,"BECKWITH & BEMIS,1237.000000,SHAWNUT MILLS",225.0,0.0,225.0
1999-02-05,5544.000000,,,"PRIMEX MOULDERS,1238.000000,LEAMAN USA",400.0,0.0,400.0
1999-02-08,5548.000000,,,"FRANK W. WINNIE & SONS C/O REX WAREHOUSE,1245.000000,DOVER CO.",300.0,0.0,300.0
1999-02-08,5545.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1891.0,0.0,1891.0
1999-02-08,5546.000000,,,"TRANS-PLUS,1241.000000,FENETRE MQ",35.0,0.0,35.0
1999-02-08,5549.000000,,,"ROLLAND PAPER,1250.000000,TOWERS TRAINING",1375.0,0.0,1375.0
1999-02-08,5551.000000,,,"RH SHEPPARD COMPAGNY,1254.000000,NOVA BUS CORPORATION",200.0,0.0,200.0
1999-02-08,5553.000000,,,"U.S.A C/O LEGGI,1087.000000,U.S.A C/O LEGGI",100.0,0.0,100.0
1999-02-08,5552.000000,,,"OPEX CORP.,1258.000000,ADVANTEX EXPRESS",300.0,0.0,300.0
1999-02-08,5554.000000,,,"ARTEK DOORS,1048.000000,CADROPORTE",300.0,0.0,300.0
1999-02-08,5555.000000,,,"AFFINTY,1016.000000,MAISLINER",100.0,0.0,100.0
1999-02-08,5556.000000,,,"AEP CANADA C/O GEOLOGISTICS,1268.000000,CAROUSSEL",650.0,0.0,650.0
1999-02-08,5557.000000,,,"NEWLY WEDS FOODS,1270.000000,OUEST INTERNATIONAL",250.0,0.0,250.0
1999-02-08,5558.000000,,,"UNISOURCE ST LAURENT,1087.000000,U.S.A C/O LEGGI",40.0,0.0,40.0
1999-02-08,5559.000000,,,"U.S.A C/O LEGGI,1273.000000,MULTIPAPER",85.0,0.0,85.0
1999-02-08,5560.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-08,5547.000000,,,"ATLAS COLD STORAGE,1249.000000,TRANSMID EAST",825.0,0.0,825.0
1999-02-09,5563.000000,,,"ROLLAND PAPER,1278.000000,LENARO",1350.0,0.0,1350.0
1999-02-09,5566.000000,,,"ALEX UPPER CRUSP,1280.000000,UNIK",150.0,0.0,150.0
1999-02-09,5565.000000,,,"PVC DESIGN,1179.000000,QUEPLEX",53.0,0.0,53.0
1999-02-09,5562.000000,,,"GLOPAK,1276.000000,MY BREAD BAKING",250.0,0.0,250.0
1999-02-09,5564.000000,,,"ATELIER LESSARD,1055.000000,PVC DESIGN",53.0,0.0,53.0
1999-02-09,5561.000000,,,"PENN TRANSFER,1016.000000,MAISLINER",200.0,0.0,200.0
1999-02-10,5568.000000,,,"MILLWORKS CUSTOM FABRICATORS,1285.000000,PROGEST CONSTRUCTION",100.0,0.0,100.0
1999-02-10,5575.000000,,,"SWAN FINISHING,1300.000000,DECOLIN",100.0,0.0,100.0
1999-02-10,5577.000000,,,"CORFLEX,1303.000000,ST BENEDICT SCHOOL",575.0,0.0,575.0
1999-02-10,5570.000000,,,"KOYO FOODS,1293.000000,KOYO FOODS",150.0,0.0,150.0
1999-02-10,5578.000000,,,"QUEBECOR,1305.000000,",400.0,0.0,400.0
1999-02-10,5569.000000,,,"INTL PURCHASE,1288.000000,PRIVA",350.0,0.0,350.0
1999-02-10,5567.000000,,,"PARFUMERIE RAYNARD,1283.000000,COSMETEQUE",250.0,0.0,250.0
1999-02-10,5579.000000,,,"LEIGH TEXTILE,1307.000000,ANNALEE DOLLS INC",450.0,0.0,450.0
1999-02-10,5580.000000,,,"CARQUEST,1309.000000,MULTI RESERVOIR",160.0,0.0,160.0
1999-02-10,5572.000000,,,"U.S.A C/O LEGGI,1073.000000,BOOST-WAY",50.0,0.0,50.0
1999-02-10,5574.000000,,,"U.S.A C/O LEGGI,1297.000000,MATOKI INC",300.0,0.0,300.0
1999-02-10,5571.000000,,,"PRIMEX PLASTIC,1290.000000,M ET R",135.0,0.0,135.0
1999-02-10,5576.000000,,,"U.S.A C/O LEGGI,1301.000000,EQUIPEMENT POIRIER",65.0,0.0,65.0
1999-02-10,5573.000000,,,"ST GERMAIN WHSE,1296.000000,COMO TEX",325.0,0.0,325.0
1999-02-11,5581.000000,,,"MAISON CONDÉOLE,1312.000000,",0.0,0.0,0.0
1999-02-11,5582.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1703.0,0.0,1703.0
1999-02-11,5584.000000,,,"COMPOSANT JV.,1183.000000,ALROSE",300.0,0.0,300.0
1999-02-11,5583.000000,,,"DOW INDUSTRIES,1314.000000,LES EMBALLAGES KNOWLTON",250.0,0.0,250.0
1999-02-12,5587.000000,,,"PVC DESIGN,1318.000000,CUSTOM DOWNSTREAM SYSTEM",53.0,0.0,53.0
1999-02-12,5591.000000,,,"HALKO IND,1320.000000,DELBAL CDA",225.0,0.0,225.0
1999-02-12,5588.000000,,,"PVC DESIGN,1179.000000,QUEPLEX",0.0,0.0,0.0
1999-02-12,5586.000000,,,"ROLLAND PAPER,1278.000000,LENARO",1400.0,0.0,1400.0
1999-02-12,5585.000000,,,"PAPIERS PERKINS,1316.000000,BUNZL NEW ENGLAND",500.0,0.0,500.0
1999-02-15,9956.000000,,,"DISTRIBUTION IN QC.,1268.000000,CAROUSSEL",75.0,0.0,75.0
1999-02-15,9955.000000,,,"AEP CANADA C/O GEOLOGISTICS,1273.000000,MULTIPAPER",575.0,0.0,575.0
1999-02-15,9954.000000,,,"FRIBRO FRICTION,1087.000000,U.S.A C/O LEGGI",50.0,0.0,50.0
1999-02-15,9953.000000,,,"U.S.A C/O LEGGI,1325.000000,CORPORATION AQUATERRE",30.0,0.0,30.0
1999-02-15,9952.000000,,,"U.S.A C/O LEGGI,1324.000000,GOOD DAY DIST. CO.",450.0,0.0,450.0
1999-02-15,9951.000000,,,"U.S.A C/O LEGGI,1322.000000,RONA L'ENTREPOT",275.0,0.0,275.0
1999-02-16,9964.000000,,,"EURO-AMERICAN,1333.000000,LES PLASTIQUES SIMPORT LTEE",250.0,0.0,250.0
1999-02-16,9961.000000,,,"HUNTSMANN PRODUCTS,1268.000000,CAROUSSEL",500.0,0.0,500.0
1999-02-16,9963.000000,,,"DECTRON INC.,1071.000000,SEL WINDSOR",90.0,0.0,90.0
1999-02-16,9962.000000,,,"ROGERS FOAM,1033.000000,RECOJET INC.",250.0,0.0,250.0
1999-02-16,9959.000000,,,"COMO TEX / VOGUE,1327.000000,SEVILLE DYE AND FINISHING",200.0,0.0,200.0
1999-02-16,9960.000000,,,"DAWSON,1330.000000,DOVERCO",200.0,0.0,200.0
1999-02-16,9957.000000,,,"DOMFER,1060.000000,PRESSMET CORP.",250.0,0.0,250.0
1999-02-17,9966.000000,,,"U.S.A C/O LEGGI,1334.000000,AQUATERRA",30.0,0.0,30.0
1999-02-17,9967.000000,,,"PVC DESIGN,1179.000000,QUEPLEX",53.0,0.0,53.0
1999-02-17,9965.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-17,9969.000000,,,"ECO VAL TECHNOLOGIES,1337.000000,SPAG S SUPPLY",300.0,0.0,300.0
1999-02-17,9970.000000,,,"OKA PLY,1339.000000,ADDEN FURN",300.0,0.0,300.0
1999-02-17,9972.000000,,,"METALWARE CORP,1345.000000,CAPE COD EXPRESS",400.0,0.0,400.0
1999-02-17,9971.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1620.0,0.0,1620.0
1999-02-18,9978.000000,,,"U.S.A C/O LEGGI,1353.000000,MANODNOCK PAPER MILLS",250.0,0.0,250.0
1999-02-18,9979.000000,,,"ADM OGILVIE LTD,1356.000000,LIGHT LIFE GOODS",500.0,0.0,500.0
1999-02-18,9975.000000,,,"CORFLEX,1347.000000,GIANTIGER",400.0,0.0,400.0
1999-02-18,9976.000000,,,"DOUBLETEX,1349.000000,K.B.K. CUTTING LTD",300.0,0.0,300.0
1999-02-18,9977.000000,,,"CASKET ROYALE LAVAL,1351.000000,CASKET ROYAL",300.0,0.0,300.0
1999-02-18,9973.000000,,,"DAY LOR CREATIONS,1342.000000,STRANDEL INC",200.0,0.0,200.0
1999-02-19,9986.000000,,,"SIGNATURE CLOTH,1296.000000,COMO TEX / VOGUE",50.0,0.0,50.0
1999-02-19,9985.000000,,,"ST GERMAIN WHSE,1363.000000,MARABI",50.0,0.0,50.0
1999-02-19,9984.000000,,,"ST GERMAIN WHSE,1362.000000,FENOMENON FASHIONS",175.0,0.0,175.0
1999-02-19,9982.000000,,,"AEP CANADA C/O GEOLOGISTICS,1080.000000,DISTRIBUTION IN QC.",1586.0,0.0,1586.0
1999-02-19,9981.000000,,,"AEP CANADA C/O GEOLOGISTICS,1272.000000,UNISOURCE ST LAURENT",650.0,0.0,650.0
1999-02-19,9980.000000,,,"ROLLAND PAPER,1278.000000,LENARO",1425.0,0.0,1425.0
1999-02-19,9988.000000,,,"MAISON CONDÉLE,1367.000000,CONSULTECH",90.0,0.0,90.0
1999-02-19,9987.000000,,,"MEADOWBROOK,1366.000000,UGARIT",50.0,0.0,50.0
1999-02-19,9989.000000,,,"SUNRUNNER,1016.000000,MAISLINER",400.0,0.0,400.0
1999-02-19,9990.000000,,,"COSMEDICO LIGHT,1234.000000,TANSES TECHNOLOGIES",300.0,0.0,300.0
1999-02-22,9994.000000,,,"TENAQUIP LTÉE,1103.000000,POSTE CANADA",38.0,0.0,38.0
1999-02-22,9993.000000,,,"MAINETTI CANADA,1375.000000,RIVERSIDE MFG",300.0,0.0,300.0
1999-02-22,9991.000000,,,"FASHION ACCENT,1371.000000,ARDEN HOLDINGS",200.0,0.0,200.0
1999-02-22,9995.000000,,,"TENAQUIP LTÉE,1196.000000,POSTE CANADA",38.0,0.0,38.0
1999-02-23,10001.000000,,,"DISTRIBUTION IN QC.,1073.000000,BOOST-WAY",25.0,0.0,25.0
1999-02-23,9999.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-23,9998.000000,,,"DISTRIBUTION IN QC.,1376.000000,UQAM",175.0,0.0,175.0
1999-02-23,10003.000000,,,"METALTEK,1380.000000,METALTEK (U.S.A.)",650.0,0.0,650.0
1999-02-23,10002.000000,,,"ROLLAND PAPER,1378.000000,TIMES RECORD",900.0,0.0,900.0
1999-02-23,10000.000000,,,"ENTREPOT PLASPACK,1069.000000,BUCKMAN",275.0,0.0,275.0
1999-02-23,10004.000000,,,"CORFLEX,1381.000000,EGLINTON/SPECTRUM PUBLIC SCHOOL",400.0,0.0,400.0
1999-02-24,10005.000000,,,"WILSON HART,1383.000000,MORNEAU TRANSPORT",200.0,0.0,200.0
1999-02-24,10011.000000,,,"AMA TRANSPORT,1016.000000,MAISLINER",250.0,0.0,250.0
1999-02-24,10010.000000,,,"ARBORITE,1389.000000,INTER PRINT",325.0,0.0,325.0
1999-02-24,10009.000000,,,"UNION CAMP,1080.000000,DISTRIBUTION IN QC.",600.0,0.0,600.0
1999-02-24,10008.000000,,,"CRANSTON TEXTILE,1016.000000,MAISLINER",150.0,0.0,150.0
1999-02-24,10006.000000,,,"AEP CANADA C/O GEOLOGISTICS,1203.000000,EMBALLAGE GODIN CDR",750.0,0.0,750.0
1999-02-24,10012.000000,,,"WILCO GROUP,1394.000000,PRECISE PACKAGING",400.0,0.0,400.0
1999-02-24,10007.000000,,,"CORFLEX,1384.000000,SALLE COMMUNAUTAIRE",275.0,0.0,275.0
1999-02-25,10015.000000,,,"SHEFFIELD PLASTICS,1144.000000,JOHNSTON PLASTICS",200.0,0.0,200.0
1999-02-25,10014.000000,,,"PVC DESIGN,1179.000000,QUEPLEX",53.0,0.0,53.0
1999-02-25,10016.000000,,,"CENTRE DE CARREAUX CERAMIQUES,1398.000000,FRANK & MARILYN RIZZO",325.0,0.0,325.0
